                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    622,                0.85069,                0.44775,                0.80794,                0.83622,                0.73053,                0.78514,                0.48424,                0.89816,                0.44843,                0.82805,              0.0038521,              0.0038521,              0.0038521
                    623,                0.84622,                0.44726,                0.80843,                0.83794,                  0.731,                0.78562,                0.48473,                0.89791,                0.44809,                0.82801,              0.0038422,              0.0038422,              0.0038422
                    624,                0.84777,                0.44625,                0.80874,                0.83793,                0.73016,                0.78589,                0.48556,                 0.8978,                0.44823,                0.82794,              0.0038323,              0.0038323,              0.0038323
                    625,                0.85655,                0.45119,                0.80918,                0.83911,                0.72982,                0.78597,                0.48621,                 0.8979,                0.44837,                0.82794,              0.0038224,              0.0038224,              0.0038224
                    626,                0.84616,                0.44531,                0.80578,                0.83862,                0.73067,                0.78526,                0.48593,                0.89806,                0.44841,                0.82787,              0.0038125,              0.0038125,              0.0038125
                    627,                0.83856,                0.44237,                0.80963,                0.84126,                0.73164,                0.78681,                0.48617,                0.89833,                0.44872,                0.82775,              0.0038026,              0.0038026,              0.0038026
                    628,                0.84217,                0.44392,                0.80687,                0.84343,                0.72982,                0.78577,                 0.4853,                0.89824,                0.44815,                0.82779,              0.0037927,              0.0037927,              0.0037927
                    629,                0.83996,                0.44649,                0.81144,                0.83953,                0.73603,                0.78607,                0.48516,                0.89865,                0.44849,                0.82785,              0.0037828,              0.0037828,              0.0037828
                    630,                0.85815,                0.45269,                0.80973,                0.83569,                0.73636,                0.78564,                0.48554,                0.89862,                0.44843,                0.82782,              0.0037729,              0.0037729,              0.0037729
                    631,                0.84715,                0.44957,                0.80808,                0.84837,                0.72648,                0.78609,                 0.4863,                0.89791,                0.44815,                0.82777,               0.003763,               0.003763,               0.003763
                    632,                0.85096,                0.44615,                0.80878,                0.83258,                0.73893,                 0.7866,                0.48616,                0.89784,                0.44813,                0.82776,              0.0037531,              0.0037531,              0.0037531
                    633,                0.84781,                0.44663,                0.80828,                0.83404,                0.74073,                0.78768,                0.48616,                0.89735,                0.44818,                0.82777,              0.0037432,              0.0037432,              0.0037432
                    634,                0.85171,                 0.4479,                 0.8067,                0.83616,                0.73775,                0.78622,                0.48632,                0.89778,                0.44838,                0.82778,              0.0037333,              0.0037333,              0.0037333
                    635,                0.85574,                0.44845,                0.80696,                0.84195,                0.73721,                0.78802,                0.48648,                0.89739,                0.44814,                0.82771,              0.0037234,              0.0037234,              0.0037234
                    636,                0.83305,                0.44017,                0.80698,                0.83505,                0.73905,                0.78704,                0.48634,                0.89789,                0.44853,                0.82772,              0.0037135,              0.0037135,              0.0037135
                    637,                 0.8334,                0.44137,                0.80799,                 0.8355,                0.73961,                 0.7878,                0.48687,                0.89751,                0.44832,                0.82773,              0.0037036,              0.0037036,              0.0037036
                    638,                0.84579,                0.44502,                0.80394,                0.84654,                0.72866,                0.78878,                0.48624,                0.89792,                0.44825,                0.82772,              0.0036937,              0.0036937,              0.0036937
                    639,                0.83857,                0.44096,                0.80596,                0.85254,                0.72699,                0.78814,                0.48674,                0.89783,                0.44856,                0.82773,              0.0036838,              0.0036838,              0.0036838
                    640,                0.83923,                0.44199,                0.80742,                0.85248,                 0.7289,                0.78817,                  0.486,                0.89854,                0.44863,                 0.8278,              0.0036739,              0.0036739,              0.0036739
                    641,                0.83657,                0.44327,                0.80716,                0.85167,                0.72727,                0.78835,                0.48573,                0.89794,                0.44859,                0.82776,               0.003664,               0.003664,               0.003664
                    642,                0.84071,                0.44252,                0.80924,                0.85149,                0.73242,                0.78977,                0.48611,                0.89817,                0.44846,                0.82782,              0.0036541,              0.0036541,              0.0036541
                    643,                0.84589,                0.44653,                0.80967,                0.85191,                0.73026,                0.78951,                0.48479,                0.89881,                0.44867,                0.82796,              0.0036442,              0.0036442,              0.0036442
                    644,                0.84335,                0.44122,                0.80701,                0.84951,                0.73459,                0.78964,                0.48526,                0.89826,                0.44813,                0.82791,              0.0036343,              0.0036343,              0.0036343
                    645,                0.83775,                0.44166,                0.80714,                 0.8506,                0.73245,                0.78967,                0.48578,                 0.8979,                 0.4482,                0.82783,              0.0036244,              0.0036244,              0.0036244
                    646,                0.83858,                 0.4444,                0.80905,                0.84905,                0.73494,                0.78988,                0.48563,                 0.8978,                 0.4479,                0.82784,              0.0036145,              0.0036145,              0.0036145
                    647,                0.82712,                0.43883,                0.80915,                0.84729,                0.73373,                 0.7889,                0.48571,                0.89798,                0.44796,                0.82782,              0.0036046,              0.0036046,              0.0036046
                    648,                0.82924,                0.43916,                0.80697,                0.84901,                0.73406,                0.78925,                0.48594,                0.89842,                0.44825,                0.82774,              0.0035947,              0.0035947,              0.0035947
                    649,                0.83242,                0.43925,                0.80584,                0.85628,                0.73306,                0.79149,                0.48672,                0.89796,                0.44778,                0.82771,              0.0035848,              0.0035848,              0.0035848
                    650,                0.83965,                0.44553,                0.80737,                0.85597,                0.73335,                0.79108,                0.48731,                0.89692,                0.44802,                 0.8276,              0.0035749,              0.0035749,              0.0035749
                    651,                0.82766,                0.44223,                0.80649,                0.85031,                 0.7334,                0.79014,                0.48716,                0.89695,                0.44786,                0.82744,               0.003565,               0.003565,               0.003565
                    652,                 0.8429,                0.44459,                 0.8075,                0.85176,                0.73137,                0.79082,                0.48765,                0.89691,                0.44786,                0.82753,              0.0035551,              0.0035551,              0.0035551
                    653,                0.83969,                0.44304,                0.80848,                0.85455,                0.73233,                0.79131,                0.48804,                0.89741,                 0.4478,                0.82755,              0.0035452,              0.0035452,              0.0035452
                    654,                0.82084,                0.43626,                0.80756,                0.85528,                0.73569,                0.79234,                0.48981,                0.89746,                0.44751,                0.82757,              0.0035353,              0.0035353,              0.0035353
                    655,                0.84723,                0.44667,                0.80786,                0.85223,                0.73546,                0.79166,                0.48988,                0.89719,                0.44745,                 0.8275,              0.0035254,              0.0035254,              0.0035254
                    656,                0.83052,                0.44055,                0.80724,                0.85216,                0.73608,                 0.7922,                 0.4917,                0.89719,                0.44774,                 0.8275,              0.0035155,              0.0035155,              0.0035155
                    657,                0.83773,                0.44305,                0.80999,                0.85214,                0.73561,                0.79168,                0.49068,                0.89689,                 0.4474,                0.82751,              0.0035056,              0.0035056,              0.0035056
                    658,                0.83531,                0.44313,                0.80801,                 0.8499,                0.73573,                0.79123,                  0.492,                0.89743,                0.44781,                0.82755,              0.0034957,              0.0034957,              0.0034957
                    659,                0.83991,                0.44633,                0.80734,                0.85074,                0.73578,                0.79212,                0.49262,                0.89703,                0.44725,                0.82746,              0.0034858,              0.0034858,              0.0034858
                    660,                0.83623,                 0.4436,                0.80736,                0.85207,                0.73572,                0.79199,                0.49095,                0.89759,                0.44752,                0.82748,              0.0034759,              0.0034759,              0.0034759
                    661,                0.83245,                0.44111,                0.80964,                0.85158,                0.73461,                0.79133,                0.49154,                0.89741,                0.44705,                0.82748,               0.003466,               0.003466,               0.003466
                    662,                0.82721,                0.43629,                0.80612,                0.85198,                 0.7334,                0.79107,                0.49145,                0.89755,                0.44727,                0.82741,              0.0034561,              0.0034561,              0.0034561
                    663,                0.82573,                0.43686,                0.80555,                0.85235,                0.73376,                0.79113,                0.49138,                0.89713,                0.44695,                0.82739,              0.0034462,              0.0034462,              0.0034462
                    664,                0.83003,                0.44071,                0.80706,                0.85527,                0.73451,                0.79194,                0.49097,                0.89754,                0.44779,                0.82734,              0.0034363,              0.0034363,              0.0034363
                    665,                0.83067,                0.43871,                0.80807,                0.85324,                0.73486,                0.79111,                0.49039,                0.89788,                0.44807,                 0.8274,              0.0034264,              0.0034264,              0.0034264
                    666,                 0.8314,                0.43921,                0.80959,                0.84972,                0.73683,                0.79089,                0.49151,                0.89752,                0.44775,                0.82741,              0.0034165,              0.0034165,              0.0034165
                    667,                 0.8276,                0.43723,                0.80505,                0.84885,                0.73677,                0.79046,                0.49127,                0.89807,                0.44772,                 0.8274,              0.0034066,              0.0034066,              0.0034066
                    668,                0.84344,                0.44455,                0.80632,                0.85108,                0.73885,                 0.7918,                 0.4911,                0.89808,                0.44778,                0.82738,              0.0033967,              0.0033967,              0.0033967
                    669,                0.81486,                0.43056,                0.80528,                0.84869,                0.73662,                0.79066,                0.49065,                0.89859,                0.44791,                0.82739,              0.0033868,              0.0033868,              0.0033868
                    670,                0.82778,                 0.4379,                0.80709,                0.85018,                0.73647,                0.79124,                0.49156,                0.89868,                0.44786,                0.82738,              0.0033769,              0.0033769,              0.0033769
                    671,                0.83576,                0.44105,                0.80788,                0.84814,                0.73641,                0.79059,                 0.4916,                0.89833,                0.44793,                0.82736,               0.003367,               0.003367,               0.003367
                    672,                0.83537,                0.43968,                0.80807,                0.84698,                0.73669,                0.79049,                0.49156,                0.89868,                0.44797,                0.82724,              0.0033571,              0.0033571,              0.0033571
                    673,                0.81701,                0.43272,                0.80666,                0.84853,                 0.7377,                0.79134,                0.49089,                0.89867,                0.44756,                0.82719,              0.0033472,              0.0033472,              0.0033472
                    674,                0.82386,                0.43672,                0.80406,                0.84733,                0.73744,                 0.7912,                0.49165,                0.89868,                0.44767,                0.82714,              0.0033373,              0.0033373,              0.0033373
                    675,                0.83418,                0.44099,                0.80792,                0.84689,                0.73728,                0.79101,                0.49135,                0.89874,                0.44776,                0.82714,              0.0033274,              0.0033274,              0.0033274
                    676,                0.81573,                0.43179,                 0.8055,                 0.8468,                0.73689,                0.79048,                  0.491,                0.89892,                0.44779,                0.82717,              0.0033175,              0.0033175,              0.0033175
                    677,                0.82766,                0.43902,                 0.8053,                0.84685,                0.73819,                0.79159,                0.49177,                0.89858,                 0.4475,                0.82714,              0.0033076,              0.0033076,              0.0033076
                    678,                0.82695,                  0.438,                 0.8063,                0.84667,                 0.7376,                0.79066,                0.49059,                 0.8986,                0.44758,                0.82707,              0.0032977,              0.0032977,              0.0032977
                    679,                0.84372,                0.44398,                0.80589,                0.84719,                0.73759,                0.79146,                0.49094,                0.89846,                0.44745,                0.82712,              0.0032878,              0.0032878,              0.0032878
                    680,                0.83514,                0.43852,                0.80723,                0.84827,                0.73647,                0.79164,                0.49103,                0.89799,                 0.4474,                0.82704,              0.0032779,              0.0032779,              0.0032779
                    681,                0.82414,                0.43409,                0.80824,                0.84714,                0.73752,                  0.791,                0.49145,                 0.8975,                0.44737,                 0.8269,               0.003268,               0.003268,               0.003268
                    682,                0.83818,                0.44331,                0.80719,                0.84601,                0.73784,                 0.7916,                0.49184,                0.89816,                0.44736,                0.82701,              0.0032581,              0.0032581,              0.0032581
                    683,                0.81901,                0.43378,                0.80537,                0.84663,                0.73674,                0.79249,                0.49158,                0.89801,                0.44739,                0.82697,              0.0032482,              0.0032482,              0.0032482
                    684,                0.82393,                0.43525,                0.80501,                0.84492,                0.73581,                0.79103,                0.49147,                0.89785,                0.44749,                0.82704,              0.0032383,              0.0032383,              0.0032383
                    685,                0.81776,                0.43327,                0.80605,                0.84468,                0.73513,                0.79013,                0.49138,                0.89785,                0.44747,                0.82703,              0.0032284,              0.0032284,              0.0032284
                    686,                0.82157,                0.43342,                 0.8069,                0.84425,                0.73721,                0.79019,                0.49247,                0.89801,                0.44715,                0.82701,              0.0032185,              0.0032185,              0.0032185
                    687,                0.83946,                 0.4385,                0.80625,                0.84472,                0.73648,                0.79008,                0.49243,                0.89836,                0.44732,                0.82704,              0.0032086,              0.0032086,              0.0032086
                    688,                0.82962,                0.43743,                0.80637,                0.84459,                 0.7352,                0.78977,                0.49246,                0.89755,                0.44698,                0.82696,              0.0031987,              0.0031987,              0.0031987
                    689,                0.83309,                0.44421,                0.80661,                0.84708,                 0.7368,                0.78991,                0.49295,                 0.8978,                0.44704,                0.82694,              0.0031888,              0.0031888,              0.0031888
                    690,                0.82721,                0.43708,                0.80766,                0.84559,                0.73494,                0.78938,                0.49206,                0.89766,                0.44692,                0.82692,              0.0031789,              0.0031789,              0.0031789
                    691,                0.82443,                0.43866,                0.80476,                0.84777,                0.73568,                0.79042,                 0.4922,                0.89801,                0.44698,                0.82698,               0.003169,               0.003169,               0.003169
                    692,                 0.8223,                0.43258,                0.80369,                0.84529,                0.73255,                0.78962,                0.49108,                0.89744,                 0.4465,                0.82695,              0.0031591,              0.0031591,              0.0031591
                    693,                 0.8255,                0.43788,                 0.8065,                 0.8464,                0.73266,                0.79038,                0.49218,                 0.8978,                0.44662,                0.82695,              0.0031492,              0.0031492,              0.0031492
                    694,                0.82577,                0.43269,                0.80454,                0.84579,                0.73296,                0.78978,                0.49188,                0.89769,                0.44665,                0.82697,              0.0031393,              0.0031393,              0.0031393
                    695,                0.81879,                0.43036,                0.80388,                0.84765,                0.73467,                0.79069,                0.49248,                0.89691,                0.44632,                0.82685,              0.0031294,              0.0031294,              0.0031294
                    696,                0.81144,                0.43164,                0.80358,                0.84495,                0.73726,                0.78932,                0.49271,                0.89647,                0.44604,                0.82676,              0.0031195,              0.0031195,              0.0031195
                    697,                0.81497,                0.43201,                0.80732,                 0.8429,                0.73681,                0.78956,                0.49311,                0.89681,                0.44637,                0.82678,              0.0031096,              0.0031096,              0.0031096
                    698,                0.82887,                0.43795,                0.80774,                0.84448,                 0.7363,                0.78944,                0.49235,                0.89636,                0.44623,                0.82675,              0.0030997,              0.0030997,              0.0030997
                    699,                0.82818,                0.43725,                0.80799,                  0.846,                0.73406,                0.78926,                0.49248,                0.89678,                0.44659,                0.82678,              0.0030898,              0.0030898,              0.0030898
                    700,                0.81749,                0.43439,                 0.8076,                0.84538,                 0.7339,                0.78905,                0.49247,                0.89663,                0.44662,                0.82671,              0.0030799,              0.0030799,              0.0030799
                    701,                0.80711,                0.43091,                0.80351,                0.84677,                0.73203,                0.78949,                0.49219,                0.89717,                 0.4466,                0.82673,                0.00307,                0.00307,                0.00307
                    702,                0.80973,                0.42984,                 0.8095,                0.84776,                0.73234,                0.78967,                0.49211,                0.89791,                0.44691,                0.82674,              0.0030601,              0.0030601,              0.0030601
                    703,                0.80778,                0.42816,                0.80502,                0.84779,                 0.7339,                 0.7899,                0.49248,                0.89768,                0.44663,                0.82669,              0.0030502,              0.0030502,              0.0030502
                    704,                0.81961,                0.43356,                0.80598,                0.84716,                0.73391,                 0.7901,                0.49308,                0.89728,                 0.4466,                0.82665,              0.0030403,              0.0030403,              0.0030403
                    705,                0.81839,                0.43355,                0.80467,                0.84649,                0.73388,                0.78981,                0.49288,                0.89787,                0.44645,                 0.8266,              0.0030304,              0.0030304,              0.0030304
                    706,                 0.8068,                0.43031,                0.80463,                0.85244,                0.73085,                0.78901,                0.49296,                0.89761,                0.44673,                0.82655,              0.0030205,              0.0030205,              0.0030205
                    707,                0.81966,                 0.4337,                0.80788,                0.85058,                0.73128,                0.78893,                0.49267,                0.89793,                0.44663,                0.82655,              0.0030106,              0.0030106,              0.0030106
                    708,                0.81564,                0.43078,                0.80415,                0.85452,                0.73272,                0.79019,                0.49199,                0.89775,                0.44669,                0.82661,              0.0030007,              0.0030007,              0.0030007
                    709,                0.81504,                0.43135,                0.80464,                0.85096,                0.73385,                0.78992,                0.49148,                0.89816,                0.44671,                0.82657,              0.0029908,              0.0029908,              0.0029908
                    710,                0.81942,                0.43007,                0.80627,                0.85427,                0.73467,                0.79099,                0.49281,                0.89812,                 0.4469,                0.82659,              0.0029809,              0.0029809,              0.0029809
                    711,                0.81935,                0.43553,                0.80592,                 0.8529,                0.73431,                0.79019,                0.49276,                0.89816,                0.44685,                0.82655,               0.002971,               0.002971,               0.002971
                    712,                0.80425,                0.43017,                0.80737,                0.85609,                0.73327,                0.79144,                0.49276,                0.89795,                0.44711,                0.82656,              0.0029611,              0.0029611,              0.0029611
                    713,                0.81159,                0.43163,                0.80847,                 0.8587,                0.73283,                0.79243,                0.49296,                0.89799,                 0.4468,                0.82653,              0.0029512,              0.0029512,              0.0029512
                    714,                0.81679,                0.43052,                0.80443,                0.85582,                0.73082,                0.79134,                0.49301,                0.89846,                0.44716,                0.82651,              0.0029413,              0.0029413,              0.0029413
                    715,                0.81877,                0.43282,                 0.8053,                0.85796,                0.72823,                 0.7902,                0.49261,                0.89875,                0.44712,                0.82649,              0.0029314,              0.0029314,              0.0029314
                    716,                0.82113,                0.43342,                0.80651,                0.85722,                0.72857,                0.79095,                0.49321,                0.89905,                0.44715,                0.82656,              0.0029215,              0.0029215,              0.0029215
                    717,                0.81694,                0.43223,                0.80673,                0.85654,                0.72342,                0.79093,                0.49335,                0.89954,                0.44778,                0.82668,              0.0029116,              0.0029116,              0.0029116
                    718,                0.82429,                0.43279,                0.80606,                0.85557,                 0.7238,                0.79082,                0.49361,                0.90042,                0.44806,                0.82669,              0.0029017,              0.0029017,              0.0029017
                    719,                0.81603,                0.43301,                0.80661,                0.85558,                0.72376,                0.79082,                0.49321,                0.90096,                0.44853,                0.82669,              0.0028918,              0.0028918,              0.0028918
                    720,                0.81441,                0.43013,                0.80403,                0.85503,                0.72167,                 0.7898,                0.49189,                0.90042,                0.44854,                0.82662,              0.0028819,              0.0028819,              0.0028819
                    721,                0.81237,                0.42777,                0.80434,                0.85411,                0.72508,                0.79069,                0.49261,                 0.9004,                0.44829,                0.82658,               0.002872,               0.002872,               0.002872
                    722,                0.81318,                0.43039,                0.80631,                0.85414,                0.72439,                 0.7905,                0.49246,                0.90126,                0.44832,                 0.8266,              0.0028621,              0.0028621,              0.0028621
                    723,                 0.8111,                0.43148,                 0.8076,                0.85339,                0.72437,                0.78924,                0.49205,                0.90063,                0.44806,                0.82658,              0.0028522,              0.0028522,              0.0028522
                    724,                0.81362,                0.42933,                 0.8079,                0.85097,                0.72437,                0.78857,                0.49201,                0.90118,                0.44841,                0.82663,              0.0028423,              0.0028423,              0.0028423
                    725,                0.81065,                0.42872,                0.80782,                0.85254,                0.72597,                0.78956,                0.49177,                0.90119,                0.44865,                0.82661,              0.0028324,              0.0028324,              0.0028324
                    726,                0.80936,                0.42966,                0.80534,                0.85137,                 0.7241,                0.78916,                 0.4922,                0.90131,                0.44853,                 0.8266,              0.0028225,              0.0028225,              0.0028225
                    727,                0.80944,                0.43104,                0.80499,                0.85094,                0.72386,                0.78894,                0.49236,                0.90177,                 0.4491,                0.82662,              0.0028126,              0.0028126,              0.0028126
                    728,                 0.8043,                0.42592,                0.80428,                0.85366,                 0.7255,                 0.7892,                0.49246,                0.90187,                0.44897,                0.82658,              0.0028027,              0.0028027,              0.0028027
                    729,                0.81266,                0.43128,                0.80581,                0.85242,                0.72574,                  0.789,                 0.4915,                0.90266,                0.44932,                0.82658,              0.0027928,              0.0027928,              0.0027928
                    730,                0.81934,                0.43183,                0.80697,                0.85446,                0.72578,                0.78931,                0.49189,                0.90265,                0.44933,                0.82663,              0.0027829,              0.0027829,              0.0027829
                    731,                0.81619,                0.43048,                0.80566,                0.84955,                0.72697,                0.78966,                0.49118,                0.90272,                 0.4492,                0.82666,               0.002773,               0.002773,               0.002773
                    732,                0.80979,                0.42588,                0.80648,                0.84911,                 0.7281,                0.78991,                0.49152,                0.90293,                0.44992,                0.82665,              0.0027631,              0.0027631,              0.0027631
                    733,                0.82445,                0.43605,                0.80533,                0.84634,                0.72745,                0.78871,                 0.4911,                0.90311,                0.44982,                0.82665,              0.0027532,              0.0027532,              0.0027532
                    734,                0.81462,                0.43477,                0.80687,                0.85105,                0.72472,                0.78871,                0.49118,                0.90361,                0.45013,                0.82665,              0.0027433,              0.0027433,              0.0027433
                    735,                0.81134,                0.43199,                0.80719,                 0.8515,                0.72486,                0.78818,                0.49103,                0.90357,                0.45056,                0.82669,              0.0027334,              0.0027334,              0.0027334
                    736,                0.81485,                0.42943,                0.80497,                0.84929,                0.72533,                0.78729,                0.49151,                0.90386,                0.45077,                0.82666,              0.0027235,              0.0027235,              0.0027235
                    737,                0.80713,                0.42896,                0.80671,                0.85187,                0.72534,                0.78899,                0.49058,                0.90457,                0.45053,                 0.8267,              0.0027136,              0.0027136,              0.0027136
                    738,                0.81444,                0.43011,                0.80571,                0.85321,                0.72493,                0.78797,                0.49044,                0.90413,                0.45072,                 0.8267,              0.0027037,              0.0027037,              0.0027037
                    739,                0.80275,                0.42461,                0.80518,                0.85272,                0.72537,                0.78759,                0.49017,                0.90476,                0.45117,                0.82668,              0.0026938,              0.0026938,              0.0026938
                    740,                0.83077,                0.43959,                0.80509,                0.85498,                0.72534,                0.78799,                0.49051,                 0.9048,                0.45106,                0.82674,              0.0026839,              0.0026839,              0.0026839
                    741,                0.79009,                0.42062,                0.80156,                0.85296,                0.72524,                0.78752,                0.49015,                0.90519,                 0.4512,                0.82672,               0.002674,               0.002674,               0.002674
                    742,                0.79913,                0.42477,                0.80361,                0.85352,                0.72556,                0.78792,                0.49029,                0.90552,                0.45135,                0.82676,              0.0026641,              0.0026641,              0.0026641
                    743,                0.80193,                0.42595,                0.80522,                0.85571,                0.72561,                0.78794,                 0.4899,                0.90594,                 0.4518,                0.82675,              0.0026542,              0.0026542,              0.0026542
                    744,                0.80842,                0.42687,                0.80365,                0.85479,                0.72555,                0.78758,                0.49038,                0.90577,                0.45188,                 0.8267,              0.0026443,              0.0026443,              0.0026443
                    745,                0.81004,                0.43015,                0.80668,                0.85429,                 0.7258,                0.78776,                 0.4896,                 0.9061,                0.45146,                0.82678,              0.0026344,              0.0026344,              0.0026344
                    746,                0.81242,                0.43248,                0.80439,                0.85357,                0.72551,                0.78708,                0.48984,                0.90656,                0.45164,                0.82682,              0.0026245,              0.0026245,              0.0026245
                    747,                 0.8074,                 0.4266,                0.80556,                0.85352,                0.72441,                0.78672,                0.49021,                0.90693,                0.45161,                0.82677,              0.0026146,              0.0026146,              0.0026146
                    748,                0.80573,                0.43068,                0.80444,                0.85281,                0.72553,                0.78655,                0.49096,                0.90648,                0.45159,                 0.8267,              0.0026047,              0.0026047,              0.0026047
                    749,                0.80963,                0.42778,                0.80391,                0.84842,                0.72662,                0.78682,                 0.4906,                0.90676,                0.45149,                0.82676,              0.0025948,              0.0025948,              0.0025948
                    750,                0.80478,                0.42714,                0.80626,                0.84711,                 0.7278,                0.78681,                0.49018,                0.90684,                0.45202,                 0.8267,              0.0025849,              0.0025849,              0.0025849
                    751,                0.81981,                0.43047,                0.80768,                0.85427,                0.72557,                0.78647,                0.49066,                0.90697,                0.45223,                0.82666,               0.002575,               0.002575,               0.002575
                    752,                0.79762,                0.42374,                0.80369,                0.84759,                0.72773,                0.78611,                0.49023,                0.90733,                 0.4522,                0.82671,              0.0025651,              0.0025651,              0.0025651
                    753,                0.80247,                0.42472,                0.80324,                0.85397,                0.72527,                0.78629,                0.48994,                0.90758,                0.45226,                0.82665,              0.0025552,              0.0025552,              0.0025552
                    754,                0.81292,                0.42932,                0.80669,                0.85123,                0.72638,                0.78639,                 0.4895,                0.90781,                0.45245,                0.82672,              0.0025453,              0.0025453,              0.0025453
                    755,                0.80438,                 0.4279,                 0.8053,                0.85459,                0.72577,                0.78646,                0.49034,                0.90841,                0.45263,                0.82671,              0.0025354,              0.0025354,              0.0025354
